所属区域,小区名称,房屋价格,房屋面积,户型
整租·光辉里小区 2室1厅 南,精选,7780 元/月,朝阳-CBD-光辉里小区,/
整租·华清嘉园 2室2厅 西,海淀-五道口-华清嘉园,14000 元/月,108.00㎡,/
整租·通瑞嘉苑东区 1室1厅 南,精选,4230 元/月,通州-潞苑-通瑞嘉苑东区,/
整租·天鹅湾南区 4室2厅 南/北,朝阳-朝青-天鹅湾南区,25000 元/月,217.00㎡,/
整租·蓝星花园 1室0厅 西,顺义-后沙峪-蓝星花园,3150 元/月,44.06㎡,/
整租·万科天竺悦城 3室1厅 南/北,顺义-中央别墅区-万科天竺悦城,18000 元/月,132.15㎡,/
整租·东亚上北中心 2房间 北,昌平-回龙观-东亚上北中心,5100 元/月,57.44㎡,/
整租·季景沁园 2室2厅 东,朝阳-望京-季景沁园,11500 元/月,122.00㎡,/
整租·小南庄社区 1室1厅 西,精选,7490 元/月,海淀-苏州桥-小南庄社区,/
整租·昆泰嘉诚 2室2厅 南/北,朝阳-望京-昆泰嘉诚,15500 元/月,155.00㎡,/
整租·保利大都汇 1室1厅 西,精选,5790 元/月,通州-万达-保利大都汇,/
整租·望京花园东区 2室2厅 东南/北,朝阳-望京-望京花园东区,9600 元/月,101.98㎡,/
整租·金地悦景台 2室1厅 南/北,顺义-后沙峪-金地悦景台,5800 元/月,89.00㎡,/
整租·中建国际港 4室2厅 南/北,大兴-枣园-中建国际港,8900 元/月,144.00㎡,/
整租·合生世界村 2房间 西,精选,3990 元/月,通州-马驹桥-合生世界村,/
整租·同华园 2室1厅 南,大兴-西红门-同华园,4200 元/月,73.14㎡,/
整租·建新北区 2室1厅 南,精选,3890 元/月,顺义-顺义城-建新北区,/
整租·滨河西里 2室1厅 南,精选,4360 元/月,大兴-枣园-滨河西里,/
整租·加气混凝土厂宿舍 2室1厅 南,精选,6490 元/月,海淀-清河-加气混凝土厂宿舍,/
整租·壹线国际 1室0厅 南,朝阳-四惠-壹线国际,5450 元/月,46.40㎡,/
整租·宾阳北里 3室2厅 南/北,密云-鼓楼街道-宾阳北里,2700 元/月,117.72㎡,/
整租·黄村东里 2室1厅 南,大兴-黄村中-黄村东里,3100 元/月,59.04㎡,/
整租·红玺台 2室1厅 南/北,朝阳-太阳宫-红玺台,21000 元/月,86.00㎡,/
整租·安德路乙61号院 2室1厅 东,东城-安定门-安德路乙61号院,8300 元/月,46.39㎡,/
整租·望京花园东区 3室2厅 西南,朝阳-望京-望京花园东区,13700 元/月,131.00㎡,/
整租·旭辉26街区 1室1厅 北,精选,3490 元/月,顺义-顺义其它-旭辉26街区,/
整租·方南家园一期 1室1厅 东,精选,5190 元/月,丰台-刘家窑-方南家园一期,/
整租·翡翠公园一期 4室2厅 复式 南/北,昌平-北七家-翡翠公园一期,18000 元/月,124.59㎡,/
整租·华瀚国际 3室2厅 南/北,朝阳-欢乐谷-华瀚国际,19800 元/月,167.00㎡,/
整租·时尚街区西区 2室1厅 西南,通州-梨园-时尚街区西区,4300 元/月,78.23㎡,/
整租·红石座 3房间 南,昌平-东关-红石座,4100 元/月,67.27㎡,/
整租·交大东路56号院 2室1厅 西,精选,8760 元/月,海淀-西直门-交大东路56号院,/
整租·东亚三环 1室1厅 北,精选,5860 元/月,丰台-马家堡-东亚三环,/
整租·智地香蜜湾 2室1厅 西北,顺义-后沙峪-智地香蜜湾,6500 元/月,88.62㎡,/
整租·京投发展公园悦府一区 2室1厅 南,昌平-回龙观-京投发展公园悦府一区,7000 元/月,81.00㎡,/
整租·索家坟 1室1厅 南,精选,6330 元/月,海淀-新街口-索家坟,/
整租·金茂府东区 3房间 南,朝阳-大望路-金茂府东区,14500 元/月,77.00㎡,/
整租·融科香雪兰溪 3室2厅 南/北,通州-马驹桥-融科香雪兰溪,9500 元/月,145.00㎡,/
整租·奥林匹克花园一期 3室2厅 南/北,朝阳-东坝-奥林匹克花园一期,10500 元/月,141.87㎡,/
整租·十里堡北里 2室1厅 南/北,朝阳-十里堡-十里堡北里,6500 元/月,58.00㎡,/
整租·国门智慧城 5房间 南,顺义-后沙峪-国门智慧城,5500 元/月,78.00㎡,/
整租·旭辉26街区 1室1厅 北,顺义-顺义其它-旭辉26街区,3500 元/月,27.00㎡,/
整租·林肯公园 2房间 东,亦庄开发区-亦庄-林肯公园,5500 元/月,55.00㎡,/
整租·壹线国际 2室1厅 东,精选,7090 元/月,朝阳-四惠-壹线国际,/
整租·金港国际 1室1厅 东,精选,6630 元/月,朝阳-大望路-金港国际,/
整租·建外soho西区 1室1厅 东北,朝阳-CBD-建外soho西区,22000 元/月,173.00㎡,/
整租·北科建翡翠华庭 3室1厅 南/北,怀柔-怀柔-北科建翡翠华庭,3500 元/月,89.00㎡,/
整租·V7九间堂 4室2厅 南/北,通州-潞苑-V7九间堂,23000 元/月,233.89㎡,/
整租·华发颐园 1室0厅 西南,朝阳-北苑-华发颐园,6300 元/月,69.45㎡,/
整租·冠城大通百旺府 2室1厅 南/北,海淀-海淀北部新区-冠城大通百旺府,7000 元/月,99.00㎡,/
整租·北窑地 2室1厅 南,精选,7230 元/月,朝阳-大山子-北窑地,/
整租·新光大中心 1室0厅 北,精选,4600 元/月,通州-北关-新光大中心,/
整租·地杰长安驿 2室1厅 北,朝阳-建国门外-地杰长安驿,11500 元/月,105.00㎡,/
整租·盛德紫阙 2室1厅 东,东城-和平里-盛德紫阙,16800 元/月,116.00㎡,/
整租·西辛南区 2室1厅 南,精选,4360 元/月,顺义-顺义城-西辛南区,/
整租·北京语言大学校内 2室1厅 南/北,海淀-五道口-北京语言大学校内,9500 元/月,65.00㎡,/
整租·玲珑山 3房间 南,朝阳-双桥-玲珑山,7000 元/月,85.00㎡,/
整租·天安豪园 4室2厅 南/北,朝阳-农展馆-天安豪园,45000 元/月,248.75㎡,/
整租·泰福苑D2区 1室1厅 南,朝阳-定福庄-泰福苑D2区,4950 元/月,60.00㎡,/
整租·公园两栋 1房间 北,昌平-天通苑-公园两栋,4200 元/月,32.00㎡,/
整租·中信新城西区 5室2厅 南/北,大兴-亦庄开发区其它-中信新城西区,22000 元/月,231.07㎡,/
整租·京华雅郡 2室1厅 东,大兴-亦庄开发区其它-京华雅郡,6000 元/月,80.00㎡,/
整租·运河湾 1室1厅 南,精选,5060 元/月,通州-武夷花园-运河湾,/
整租·航城广场 5房间 东/南,顺义-顺义其它-航城广场,5300 元/月,82.00㎡,/
整租·建西苑南里 3室1厅 南/北,海淀-杨庄-建西苑南里,5900 元/月,81.85㎡,/
整租·首创紫悦台 1室1厅 北,房山-良乡-首创紫悦台,2750 元/月,28.08㎡,/
整租·会展誉景 4房间 南/北,顺义-中央别墅区-会展誉景,11000 元/月,110.00㎡,/
整租·顶秀青溪 3室2厅 南/北,昌平-立水桥-顶秀青溪,13800 元/月,114.00㎡,/
整租·毛纺住宅北小区 2室1厅 东/西,海淀-安宁庄-毛纺住宅北小区,6200 元/月,57.70㎡,/
整租·农光里 2室1厅 东,朝阳-劲松-农光里,6600 元/月,73.46㎡,/
整租·首创远洋·禧瑞春秋 4室2厅 南/北,朝阳-中央别墅区-首创远洋·禧瑞春秋,18000 元/月,279.67㎡,/
整租·华樾北京一期 3室1厅 南/北,朝阳-望京-华樾北京一期,11000 元/月,89.00㎡,/
整租·磨房北里 1室1厅 南,精选,5890 元/月,朝阳-北工大-磨房北里,/
整租·吴家村路10号院 1室1厅 南/北,海淀-六里桥-吴家村路10号院,4900 元/月,53.00㎡,/
整租·双兴北区 3室2厅 南/北,顺义-顺义城-双兴北区,6000 元/月,116.00㎡,/
整租·朝阳旺角 2室1厅 北,精选,6990 元/月,朝阳-双桥-朝阳旺角,/
整租·百合湾 2房间 北,精选,3890 元/月,通州-武夷花园-百合湾,/
整租·龙湖时代天街 2室1厅 东/西,大兴-天宫院-龙湖时代天街,5000 元/月,86.00㎡,/
整租·火星园 2室1厅 南/北,朝阳-太阳宫-火星园,13500 元/月,93.39㎡,/
整租·卡夫卡公社 2房间 北,精选,5960 元/月,朝阳-定福庄-卡夫卡公社,/
整租·首创派尚国际 2房间 南,顺义-顺义其它-首创派尚国际,2400 元/月,42.95㎡,/
整租·新龙大厦 1室0厅 东,昌平-西三旗-新龙大厦,10000 元/月,58.00㎡,/
整租·京投银泰万科西华府 2室1厅 南,丰台-科技园区-京投银泰万科西华府,7000 元/月,71.00㎡,/
整租·沁园春景 2室1厅 复式 南,房山-窦店-沁园春景,3500 元/月,139.38㎡,/
整租·林肯公园 2房间 东,精选,6030 元/月,亦庄开发区-亦庄-林肯公园,/
整租·水星园 2室1厅 东南,朝阳-太阳宫-水星园,14300 元/月,95.00㎡,/
整租·旭辉E天地 2房间 北,精选,3090 元/月,房山-良乡-旭辉E天地,/
整租·世纪东方城 2室1厅 东,朝阳-欢乐谷-世纪东方城,7500 元/月,93.76㎡,/
整租·世纪星 2室1厅 东,精选,8190 元/月,丰台-[宋家庄]-世纪星,/
整租·合景寰汇公馆 2室1厅 西北,通州-武夷花园-合景寰汇公馆,7800 元/月,77.00㎡,/
整租·京贸国际城 2室1厅 东,精选,5590 元/月,通州-武夷花园-京贸国际城,/
整租·鑫兆丽园 2室1厅 南,精选,8490 元/月,朝阳-北苑-鑫兆丽园,/
整租·科源小区 2室1厅 南/北,海淀-五道口-科源小区,8300 元/月,52.40㎡,/
整租·建茗苑 2室1厅 南,丰台-马连道-建茗苑,6800 元/月,74.58㎡,/
整租·安外花园 1室1厅 南,东城-和平里-安外花园,5850 元/月,42.00㎡,/
整租·东恒时代一期 2室1厅 南,朝阳-四惠-东恒时代一期,9500 元/月,116.00㎡,/
整租·芳群园四区 1室1厅 南,丰台-方庄-芳群园四区,5100 元/月,42.45㎡,/
整租·彩虹嘉园 2室1厅 南,精选,6590 元/月,丰台-五里店-彩虹嘉园,/
整租·金域缇香 1室1厅 南,房山-长阳-金域缇香,3700 元/月,63.00㎡,/
整租·皂君东里 2室1厅 南/北,海淀-皂君庙-皂君东里,8000 元/月,57.00㎡,/
整租·US联邦公寓 3室1厅 南/西,朝阳-燕莎-US联邦公寓,30000 元/月,230.97㎡,/
整租·碧兴园 1室1厅 南,精选,10590 元/月,海淀-知春路-碧兴园,/
整租·龙湖唐宁one 1房间 东,海淀-五道口-龙湖唐宁one,8600 元/月,47.00㎡,/
整租·吉祥里东区 1室1厅 南,精选,7360 元/月,朝阳-朝阳门外-吉祥里东区,/
整租·融泽嘉园西二路6号院 2室1厅 南,精选,8230 元/月,昌平-回龙观-融泽嘉园西二路6号院,/
整租·武圣西里 2室1厅 南/北,朝阳-劲松-武圣西里,6000 元/月,62.50㎡,/
整租·金融街武夷融御 3室1厅 南,精选,7330 元/月,通州-武夷花园-金融街武夷融御,/
整租·华阳家园 1室1厅 西南,朝阳-甜水园-华阳家园,10900 元/月,77.16㎡,/
整租·育慧街2号院 2室1厅 南,精选,7200 元/月,朝阳-芍药居-育慧街2号院,/
整租·幸福家园5号院 2室1厅 南,丰台-科技园区-幸福家园5号院,6000 元/月,65.00㎡,/
整租·京投银泰万科西华府 3室1厅 南/北,丰台-科技园区-京投银泰万科西华府,13000 元/月,138.00㎡,/
整租·理想家园 3室1厅 南/北,大兴-西红门-理想家园,5500 元/月,85.54㎡,/
整租·东亚上北中心 2房间 南,昌平-回龙观-东亚上北中心,5500 元/月,57.00㎡,/
整租·樱花园 1室1厅 南,精选,7130 元/月,朝阳-惠新西街-樱花园,/
整租·禹洲朗廷湾 3室2厅 南/北,通州-北关-禹洲朗廷湾,4500 元/月,82.00㎡,/
整租·京畿道 1室1厅 西,西城-金融街-京畿道,8200 元/月,38.00㎡,/
整租·瀛海家园逸园A区 2室1厅 南/北,大兴-瀛海-瀛海家园逸园A区,4300 元/月,78.00㎡,/
整租·首开国风美唐二期 2室1厅 南,昌平-回龙观-首开国风美唐二期,8300 元/月,89.71㎡,/
整租·林肯公园 2室1厅 南/北,亦庄开发区-亦庄-林肯公园,8200 元/月,92.00㎡,/
整租·恒华湖公馆 2房间 东/西,顺义-马坡-恒华湖公馆,2800 元/月,70.24㎡,/
整租·东王庄 2室1厅 南/北,海淀-五道口-东王庄,8000 元/月,63.00㎡,/
整租·玉海园二里 1室1厅 东,精选,6790 元/月,海淀-玉泉路-玉海园二里,/
整租·燕东园 3室1厅 南/北,海淀-五道口-燕东园,20000 元/月,105.60㎡,/
整租·西王庄小区 1室1厅 南,海淀-五道口-西王庄小区,6500 元/月,42.00㎡,/
整租·上第MOMA 3室2厅 南/北,海淀-上地-上第MOMA,12800 元/月,156.00㎡,/
整租·柏林爱乐一期 1室1厅 东,精选,5860 元/月,朝阳-[常营]-柏林爱乐一期,/
整租·怡美家园 3室1厅 东/南/西,海淀-上地-怡美家园,10500 元/月,137.00㎡,/
整租·宣海家园 2室1厅 南/北,海淀-上地-宣海家园,8500 元/月,108.08㎡,/
整租·怡美家园 2室1厅 南/北,海淀-上地-怡美家园,8200 元/月,85.00㎡,/
整租·上地国际创业园 3室2厅 南,海淀-上地-上地国际创业园,13000 元/月,171.19㎡,/
整租·上地国际创业园 3室2厅 南/北,海淀-上地-上地国际创业园,12500 元/月,154.36㎡,/
整租·上地南路6号院 2室1厅 东/西,海淀-上地-上地南路6号院,8000 元/月,99.00㎡,/
整租·惠民家园 1室1厅 东,精选,3430 元/月,门头沟-[大峪]-惠民家园,/
整租·上地东里 2室1厅 南/北,海淀-上地-上地东里,7200 元/月,59.20㎡,/
整租·首师大附中宿舍楼 2室1厅 南/北,海淀-定慧寺-首师大附中宿舍楼,7200 元/月,53.40㎡,/
整租·华纺易城 2室1厅 西,精选,7930 元/月,朝阳-朝青-华纺易城,/
整租·玲珑天地 2房间 北,海淀-定慧寺-玲珑天地,13500 元/月,160.49㎡,/
整租·首开智慧社 1室1厅 西,精选,6360 元/月,昌平-[回龙观]-首开智慧社,/
整租·恩济花园 2室2厅 南/北,海淀-定慧寺-恩济花园,8500 元/月,100.00㎡,/
整租·小黄庄一区 1室1厅 东,精选,6160 元/月,东城-安贞-小黄庄一区,/
整租·核二院 2室1厅 南/北,海淀-定慧寺-核二院,7500 元/月,56.00㎡,/
整租·左家庄西街1号院 1室1厅 南,精选,6390 元/月,朝阳-国展-左家庄西街1号院,/
整租·定慧福里南区 2室1厅 南,海淀-定慧寺-定慧福里南区,9800 元/月,83.19㎡,/
整租·八里庄北里 3室1厅 南/北,海淀-定慧寺-八里庄北里,9500 元/月,81.00㎡,/
整租·蓝光星华海悦城 2房间 北,精选,3230 元/月,房山-良乡-蓝光星华海悦城,/
整租·永安东里 2室2厅 南/北,海淀-定慧寺-永安东里,7500 元/月,92.80㎡,/
整租·育慧里二区 2室1厅 南,精选,7760 元/月,朝阳-亚运村小营-育慧里二区,/
整租·恩济里小区 2室1厅 南/北,海淀-定慧寺-恩济里小区,6000 元/月,73.60㎡,/
整租·八里庄北里 1室1厅 南,海淀-定慧寺-八里庄北里,6300 元/月,43.00㎡,/
整租·学院南路60号院 2室1厅 南,精选,9990 元/月,海淀-西直门-学院南路60号院,/
整租·MOHO国际写字楼 1房间 北,东城-东花市-MOHO国际写字楼,4600 元/月,32.15㎡,/
整租·融科千章墅 4室2厅 复式 南/北,通州-通州其它-融科千章墅,22700 元/月,251.20㎡,/
整租·南沙滩小区 2室1厅 南,精选,9190 元/月,朝阳-南沙滩-南沙滩小区,/
整租·通景园 2室1厅 南,通州-九棵树(家乐福)-通景园,4000 元/月,90.00㎡,/
整租·昆泰国际公寓 1室1厅 北,朝阳-朝阳门外-昆泰国际公寓,11000 元/月,86.00㎡,/
整租·裕龙一区 3室1厅 南/北,顺义-顺义城-裕龙一区,4000 元/月,96.58㎡,/
整租·向阳东里 2室1厅 南,精选,4130 元/月,门头沟-城子-向阳东里,/
整租·7克拉 1房间 东,丰台-马家堡-7克拉,4200 元/月,34.43㎡,/
整租·宾阳西里北区 2室1厅 南/北,密云-鼓楼街道-宾阳西里北区,1300 元/月,62.96㎡,/
整租·丰汇园小区 1室1厅 东/北,西城-金融街-丰汇园小区,10500 元/月,41.61㎡,/
整租·古城特钢楼 2室1厅 东,石景山-古城-古城特钢楼,4100 元/月,49.38㎡,/
整租·融泽嘉园 2室1厅 南,精选,8190 元/月,昌平-回龙观-融泽嘉园,/
整租·智地香蜜湾 3房间 东,顺义-后沙峪-智地香蜜湾,6800 元/月,76.00㎡,/
整租·FCC中央城 3房间 西南,房山-长阳-FCC中央城,3850 元/月,42.00㎡,/
整租·世华泊郡 3室3厅 南,精选,11000 元/月,朝阳-北苑-世华泊郡,/
整租·空港新苑一区4号院 1室1厅 南,大兴-大兴机场空港-空港新苑一区4号院,1500 元/月,60.00㎡,/
整租·车公庄北里 1室1厅 南,西城-车公庄-车公庄北里,7900 元/月,39.00㎡,/
整租·天恒乐活城 1室1厅 南/北,房山-阎村-天恒乐活城,2700 元/月,46.92㎡,/
整租·广泉小区 1室1厅 西,朝阳-劲松-广泉小区,6600 元/月,60.31㎡,/
整租·城南大道 2房间 北,丰台-马家堡-城南大道,5500 元/月,51.78㎡,/
整租·双榆树西里 2室1厅 东北,海淀-双榆树-双榆树西里,8500 元/月,55.00㎡,/
整租·海棠湾二期 2室1厅 南,通州-临河里-海棠湾二期,6200 元/月,93.30㎡,/
整租·珠江逸景 3室1厅 南/北,通州-马驹桥-珠江逸景,6900 元/月,126.70㎡,/
整租·天居园 2室1厅 东,朝阳-奥林匹克公园-天居园,9500 元/月,133.56㎡,/
整租·树村丽景苑 1室1厅 西,精选,6430 元/月,海淀-马连洼-树村丽景苑,/
整租·龙湾别墅 4室2厅 南/北,顺义-中央别墅区-龙湾别墅,44000 元/月,310.00㎡,/
整租·芍药居甲2号院 1室1厅 西,精选,6460 元/月,朝阳-芍药居-芍药居甲2号院,/
整租·永泰东里 2室1厅 南,精选,8230 元/月,海淀-清河-永泰东里,/
整租·国门智慧城 5房间 复式 南,精选,5400 元/月,顺义-后沙峪-国门智慧城,/
整租·帅府园 2室1厅 南/北,通州-万达-帅府园,4400 元/月,63.32㎡,/
整租·悠乐汇 1房间 西,朝阳-望京-悠乐汇,6800 元/月,56.00㎡,/
整租·北京邮电大学 2室1厅 东,精选,8830 元/月,海淀-小西天-北京邮电大学,/
整租·万科天地 3室1厅 复式 南,精选,4600 元/月,大兴-义和庄-万科天地,/
整租·保利金泉 2室1厅 西南,朝阳-亚运村-保利金泉,11500 元/月,98.00㎡,/
整租·融创亦庄壹号 3室1厅 南/北,亦庄开发区-通州其它-融创亦庄壹号,6500 元/月,89.00㎡,/
整租·恒华安纳湖 1室1厅 南,顺义-马坡-恒华安纳湖,4300 元/月,104.00㎡,/
整租·知春东里 1室1厅 南,精选,9060 元/月,海淀-双榆树-知春东里,/
整租·安华西里社区 1室1厅 南/北,朝阳-安贞-安华西里社区,6050 元/月,42.68㎡,/
整租·恒华安纳湖 2室1厅 南,顺义-马坡-恒华安纳湖,3500 元/月,91.00㎡,/
整租·郑王坟141号院 2室1厅 南,精选,5930 元/月,丰台-玉泉营-郑王坟141号院,/
整租·蜂鸟家园 1室1厅 南,精选,7230 元/月,海淀-万柳-蜂鸟家园,/
整租·新建村 2室1厅 西南,精选,5000 元/月,通州-北关-新建村,/
